52,20/09/2004,25,04,16,02,15,21,12,09,11,08,24,23,01,13,22
53,27/09/2004,23,03,07,17,20,14,12,02,18,24,06,01,11,09,19
54,04/10/2004,22,08,12,09,21,05,20,04,24,02,07,06,14,16,18
55,11/10/2004,04,06,12,15,02,03,13,16,08,09,07,25,05,18,19
56,18/10/2004,19,01,05,14,16,15,17,02,13,22,20,12,23,09,24
57,25/10/2004,25,17,08,11,03,06,19,22,21,07,20,01,04,12,02
58,01/11/2004,20,14,11,13,19,18,15,16,05,03,06,12,17,22,04
59,08/11/2004,06,08,14,01,23,20,03,15,25,11,05,07,13,10,19
60,16/11/2004,17,22,16,05,03,02,18,08,25,11,01,19,04,23,24
61,22/11/2004,04,15,01,23,09,14,12,11,13,19,25,16,22,05,20
62,29/11/2004,09,07,01,13,20,11,03,17,25,08,14,16,15,18,24
63,06/12/2004,13,19,22,17,10,04,25,09,24,08,16,11,21,12,20
64,13/12/2004,13,01,10,06,25,23,14,09,07,02,18,08,20,03,17
65,20/12/2004,23,19,10,07,01,17,04,02,22,16,21,15,20,18,25
66,27/12/2004,08,10,23,17,11,20,02,14,21,22,15,16,24,04,01
67,03/01/2005,07,24,13,20,16,05,21,12,11,08,15,22,23,10,09
68,10/01/2005,09,01,25,16,06,03,05,22,07,12,08,10,02,17,23
69,17/01/2005,23,07,11,15,04,17,20,08,09,24,01,18,21,10,19
70,24/01/2005,14,05,09,24,06,15,12,19,20,01,02,25,16,10,03
71,31/01/2005,13,03,22,05,01,21,23,06,08,11,15,18,14,16,09
72,09/02/2005,02,16,05,25,23,11,18,13,24,15,01,07,08,12,17
73,14/02/2005,25,17,18,02,16,19,15,13,14,05,21,11,07,01,10
74,21/02/2005,08,25,03,01,02,22,16,04,05,15,06,18,13,23,11
75,28/02/2005,10,08,03,16,07,25,20,04,13,06,11,15,17,05,01
76,07/03/2005,15,05,12,10,19,16,21,17,25,09,13,01,23,08,03
77,14/03/2005,06,20,04,09,11,17,03,08,02,21,24,14,22,25,18
78,21/03/2005,15,05,17,23,01,08,07,20,16,06,12,18,03,02,13
79,28/03/2005,15,14,17,02,22,24,05,23,20,09,12,18,25,01,03
80,04/04/2005,17,22,25,07,20,03,18,10,04,01,14,09,02,05,15
81,11/04/2005,13,02,07,19,17,15,01,04,06,21,03,11,05,16,10
82,18/04/2005,04,08,19,12,23,17,13,20,01,18,06,15,05,22,09
83,25/04/2005,23,10,25,20,14,03,01,06,02,11,08,13,12,24,05
84,02/05/2005,15,22,08,25,06,04,16,01,02,24,19,20,17,23,12
85,09/05/2005,01,02,11,21,16,08,23,07,18,22,14,15,05,13,09
86,16/05/2005,13,19,12,18,05,06,09,24,23,04,17,08,25,02,14
87,23/05/2005,11,03,18,25,05,24,13,08,15,10,09,22,01,02,20
88,30/05/2005,08,10,18,24,11,01,17,02,25,09,14,19,12,04,05
89,06/06/2005,23,16,01,12,21,25,17,19,13,20,24,15,06,11,22
90,13/06/2005,22,10,11,08,17,20,23,03,21,01,15,25,02,12,24
91,20/06/2005,16,23,01,25,22,14,09,13,11,10,12,15,04,20,17
92,27/06/2005,17,06,04,01,08,15,02,19,14,13,12,18,21,24,22
93,04/07/2005,04,24,07,17,09,13,18,20,05,06,10,21,02,19,23
94,11/07/2005,21,09,13,12,11,15,04,22,24,16,08,18,23,02,17
95,18/07/2005,10,04,18,22,01,03,20,19,17,02,15,05,11,12,14
96,25/07/2005,09,17,24,06,16,10,23,18,14,19,04,03,12,21,22
97,02/08/2005,04,10,13,22,17,03,23,24,12,14,15,25,19,20,06
98,08/08/2005,24,17,15,25,08,18,22,06,01,11,23,20,05,02,10
99,15/08/2005,04,07,24,25,20,14,01,02,10,16,17,11,21,13,03
100,22/08/2005,11,22,14,25,10,08,23,13,04,16,17,09,03,12,01
101,29/08/2005,07,06,14,19,13,03,21,23,01,24,16,17,09,20,10
102,05/09/2005,19,04,22,01,07,23,10,25,21,11,18,02,03,09,12
103,12/09/2005,23,18,01,07,05,22,02,03,25,10,04,17,08,16,11
104,19/09/2005,06,05,22,24,19,16,11,14,21,13,15,25,07,18,10
105,26/09/2005,08,07,10,12,25,09,15,22,19,06,11,13,04,17,21
106,03/10/2005,05,15,03,01,04,13,22,02,25,06,10,17,14,23,12
107,10/10/2005,24,04,07,17,21,12,15,03,25,11,01,18,06,08,09
108,17/10/2005,09,15,25,14,16,02,08,11,12,07,01,22,04,23,18
109,24/10/2005,09,07,23,01,11,25,18,13,20,03,21,05,24,16,12
110,31/10/2005,23,20,03,06,05,01,04,25,12,13,21,17,22,14,19
111,07/11/2005,10,01,19,21,25,17,12,05,11,15,13,24,06,18,22
112,14/11/2005,20,10,02,06,19,21,18,03,17,11,01,14,04,15,23
113,21/11/2005,06,14,24,02,19,05,12,08,20,21,04,11,01,13,25
114,28/11/2005,20,03,22,09,06,02,14,01,10,25,24,11,21,08,07
115,05/12/2005,04,17,05,16,06,11,20,09,12,21,25,07,13,01,18
116,12/12/2005,11,13,18,10,25,23,16,01,14,02,19,21,12,09,20
117,19/12/2005,14,20,05,11,09,23,18,17,06,13,25,15,07,12,10
118,27/12/2005,24,15,21,22,18,04,14,13,19,06,12,02,23,08,05
119,02/01/2006,15,01,21,22,09,04,18,06,24,20,23,11,08,10,17
120,09/01/2006,03,08,19,07,20,16,15,13,12,11,01,24,18,21,05
121,16/01/2006,17,24,25,23,07,02,04,05,11,10,09,01,18,16,12
122,23/01/2006,05,22,02,10,13,15,09,20,04,25,01,18,23,17,08
123,30/01/2006,20,13,21,06,18,05,04,07,17,24,19,12,23,11,22
124,06/02/2006,19,09,02,06,24,07,20,16,15,03,25,14,04,18,21
125,13/02/2006,10,22,07,06,12,16,11,21,04,09,24,03,02,25,15
126,20/02/2006,07,22,18,08,13,25,16,01,21,04,24,14,03,02,06
127,01/03/2006,05,25,04,01,13,02,12,18,22,19,23,07,03,10,11
128,06/03/2006,17,02,14,21,03,23,06,15,13,11,04,16,19,25,20
129,13/03/2006,05,11,09,22,06,21,07,19,02,20,15,23,18,25,13
130,20/03/2006,15,19,06,04,24,02,17,25,13,23,10,12,05,03,09
131,27/03/2006,02,25,20,12,05,07,06,11,13,19,08,04,15,22,23
132,03/04/2006,09,25,14,11,07,15,01,22,16,04,05,17,03,10,23
133,10/04/2006,18,22,09,03,15,20,08,21,04,19,13,01,11,23,05
134,17/04/2006,12,16,05,07,11,19,08,25,22,17,14,01,03,10,13
135,24/04/2006,07,22,13,02,21,14,19,08,01,25,20,10,15,18,05
136,02/05/2006,01,02,23,12,17,21,05,22,09,15,24,14,13,06,03
137,08/05/2006,18,06,19,25,11,08,17,20,16,10,02,21,12,09,13
138,15/05/2006,15,07,16,17,08,24,22,02,03,13,11,05,21,25,04
139,22/05/2006,22,24,23,12,01,15,07,14,21,16,17,02,09,18,19
140,29/05/2006,12,10,19,01,25,22,15,06,02,24,13,20,09,18,03
141,05/06/2006,18,12,19,03,08,17,13,01,25,20,10,16,09,24,07
142,12/06/2006,01,18,19,05,23,07,06,16,17,24,15,09,22,04,02
143,19/06/2006,21,11,22,09,24,08,17,15,25,01,16,23,13,19,02
144,26/06/2006,12,17,01,02,21,04,14,22,09,24,20,07,19,11,25
145,03/07/2006,14,15,20,22,13,10,25,11,18,09,24,02,03,01,17
146,10/07/2006,17,22,12,02,11,05,24,10,14,13,25,16,01,23,08
147,17/07/2006,02,05,12,13,21,23,22,11,01,10,06,25,04,19,16
148,24/07/2006,05,22,24,02,01,12,08,21,16,25,20,09,13,04,17
149,01/08/2006,24,19,02,17,16,09,25,05,20,18,13,10,15,23,07
150,07/08/2006,21,07,11,05,08,19,01,25,06,22,24,14,23,09,03
151,14/08/2006,18,10,13,11,03,09,12,04,23,07,24,16,14,05,20
152,21/08/2006,23,03,25,06,19,22,24,15,07,17,08,13,20,04,05
153,28/08/2006,13,21,05,25,08,20,23,12,11,04,01,18,02,24,17
154,04/09/2006,18,09,16,05,15,24,23,10,01,11,14,06,13,03,02
155,11/09/2006,15,10,16,14,08,11,19,02,21,20,18,04,05,22,24
156,18/09/2006,03,08,09,15,13,10,12,04,23,20,22,01,19,11,14
157,25/09/2006,10,14,02,18,25,09,21,07,24,01,16,06,04,12,19
158,02/10/2006,11,15,22,17,12,23,02,07,16,18,19,09,20,10,08
159,09/10/2006,11,02,01,03,17,15,25,10,24,14,04,06,08,05,20
160,16/10/2006,15,14,03,12,16,24,19,21,20,17,10,04,09,01,11
161,19/10/2006,21,24,01,08,20,17,25,18,11,05,15,23,22,16,13
162,23/10/2006,03,01,12,06,20,11,05,16,24,02,08,23,13,04,18
163,26/10/2006,21,03,14,06,02,01,25,09,15,13,20,24,23,07,05
164,30/10/2006,01,11,14,05,15,10,02,06,21,18,03,24,08,23,22
165,03/11/2006,09,01,19,13,14,04,12,15,25,02,22,08,18,17,06
166,06/11/2006,18,03,09,21,19,22,08,15,10,23,14,02,20,04,13
167,09/11/2006,18,10,01,13,19,09,16,14,24,02,06,03,22,08,23
168,13/11/2006,01,07,20,04,19,12,24,03,15,17,16,02,10,23,22
169,16/11/2006,04,16,24,06,08,11,15,10,01,21,05,12,09,07,20
170,21/11/2006,07,22,25,04,13,23,06,05,01,20,03,10,18,08,16
171,23/11/2006,24,03,25,10,17,13,16,22,15,04,01,23,12,11,21
172,27/11/2006,02,18,09,11,07,13,06,01,04,25,12,20,21,22,10
173,30/11/2006,02,05,11,23,22,15,08,24,20,21,19,03,07,04,25
174,04/12/2006,04,07,13,23,10,20,02,09,01,15,24,17,12,25,11
175,07/12/2006,07,11,02,14,18,05,21,19,16,03,15,12,24,13,06
176,11/12/2006,12,25,15,21,10,04,24,16,11,13,18,02,22,17,23
177,14/12/2006,24,16,11,13,06,19,02,17,07,08,15,20,10,23,21
178,18/12/2006,06,03,21,25,10,20,19,23,09,04,08,02,24,16,14
179,21/12/2006,02,15,17,03,22,19,14,07,23,25,05,04,24,09,13
180,26/12/2006,02,04,11,20,17,25,24,07,01,05,03,10,15,06,08
181,28/12/2006,01,16,22,05,20,07,23,08,15,04,06,14,17,19,21
182,02/01/2007,11,22,08,19,17,03,02,14,25,09,07,21,13,23,04
183,04/01/2007,08,07,06,13,23,11,19,21,16,25,14,20,24,02,04
184,08/01/2007,03,17,07,23,11,15,08,01,19,21,25,16,18,09,10
185,11/01/2007,20,19,25,06,01,15,23,08,12,09,11,04,07,02,17
186,15/01/2007,16,25,23,22,13,05,06,19,24,17,02,18,04,11,12
187,18/01/2007,21,25,12,01,16,03,13,24,11,17,19,15,23,22,18
188,22/01/2007,16,19,20,10,25,24,22,08,13,05,11,23,21,02,03
189,25/01/2007,09,13,05,18,23,19,16,22,01,02,07,04,20,06,24
190,29/01/2007,16,11,13,15,23,24,08,01,05,18,04,19,03,07,14
191,01/02/2007,23,09,18,05,19,20,08,02,22,10,13,21,15,17,12
192,05/02/2007,24,11,01,13,03,06,16,04,15,22,02,23,14,05,21
193,08/02/2007,14,16,21,02,09,19,20,03,04,10,25,01,15,05,08
194,12/02/2007,23,14,22,25,12,18,08,09,13,15,02,21,17,07,10
195,15/02/2007,04,03,14,22,19,17,09,12,18,07,23,08,11,02,06
196,22/02/2007,22,24,10,15,16,25,20,14,17,05,02,04,23,19,03
197,26/02/2007,09,13,23,20,03,06,10,05,22,04,08,12,07,18,21
198,01/03/2007,25,01,06,02,13,07,18,21,14,04,15,20,05,17,16
199,05/03/2007,23,02,06,11,22,20,04,03,15,05,01,09,21,12,19
200,08/03/2007,16,08,09,05,23,11,13,12,04,14,15,02,01,21,24
201,12/03/2007,10,15,08,19,02,11,12,05,20,01,22,04,13,09,14
202,15/03/2007,05,14,23,19,24,10,17,11,01,21,22,13,16,03,18
203,19/03/2007,24,02,04,05,12,13,01,03,23,18,06,07,25,14,17
204,22/03/2007,08,25,16,17,23,22,05,15,04,07,24,02,14,03,11
205,26/03/2007,21,04,18,12,22,10,02,16,17,11,03,15,25,14,09
206,29/03/2007,22,09,05,16,15,03,13,08,21,02,12,17,11,20,14
207,02/04/2007,04,12,06,01,15,10,19,03,14,09,17,02,13,22,20
208,05/04/2007,24,19,16,07,03,12,23,06,09,10,04,01,14,11,15
209,09/04/2007,24,01,19,22,25,03,10,15,14,06,05,18,21,07,09
210,12/04/2007,15,16,07,14,18,22,10,13,23,11,03,24,09,21,05
211,16/04/2007,17,01,10,12,02,06,08,04,24,18,14,22,11,16,25
212,19/04/2007,16,06,19,22,03,01,20,11,10,14,08,23,04,09,12
213,23/04/2007,16,01,10,21,05,04,09,23,08,03,24,25,11,18,19
214,26/04/2007,02,14,04,18,09,24,11,01,13,19,03,22,25,20,15
215,30/04/2007,17,15,03,12,25,09,19,23,11,04,07,14,05,18,01
216,03/05/2007,11,09,17,13,21,06,04,25,24,05,03,07,19,02,10
217,07/05/2007,06,16,04,05,12,19,11,25,10,21,07,02,09,17,03
218,10/05/2007,21,25,15,17,11,22,02,16,08,13,14,12,05,20,07
219,14/05/2007,19,24,03,22,02,17,11,18,25,16,23,08,09,14,06
220,17/05/2007,21,16,05,25,13,23,24,10,20,18,14,09,15,12,17
221,21/05/2007,06,01,17,07,21,12,03,23,16,20,02,08,19,10,25
222,24/05/2007,05,15,21,04,23,12,07,08,24,22,06,18,01,03,09
223,28/05/2007,09,23,14,22,02,24,11,07,10,13,16,21,04,12,20
224,31/05/2007,24,09,08,04,19,11,21,13,18,20,15,23,10,06,12
225,04/06/2007,15,25,08,01,23,03,05,13,02,19,14,20,22,07,18
226,08/06/2007,20,05,19,14,13,10,08,15,17,21,18,04,16,11,25
227,11/06/2007,10,18,20,21,05,17,14,12,19,07,22,15,09,01,08
228,14/06/2007,14,15,19,17,11,04,20,16,13,25,12,24,18,02,10
229,18/06/2007,09,06,25,15,20,12,16,14,11,10,17,23,08,13,02
230,21/06/2007,06,01,04,24,17,22,08,11,02,05,15,13,14,03,10
231,25/06/2007,24,17,19,12,21,01,05,18,10,02,07,15,25,06,16
232,28/06/2007,11,24,21,23,14,25,16,13,12,04,05,17,06,09,18
233,02/07/2007,01,14,07,03,13,02,06,08,12,05,21,17,09,19,04
234,05/07/2007,11,14,01,05,02,12,03,04,13,17,24,09,15,21,22
235,09/07/2007,21,13,24,14,18,17,08,16,12,23,19,15,01,25,10
236,12/07/2007,01,13,03,22,25,23,05,16,04,09,12,15,08,07,21
237,16/07/2007,13,12,07,06,05,19,23,16,04,20,22,09,18,15,21
238,19/07/2007,11,17,19,24,20,13,06,21,04,12,01,14,23,15,03
239,23/07/2007,07,13,09,14,25,15,10,22,01,23,16,03,06,19,05
240,26/07/2007,02,10,09,23,19,15,01,13,22,04,11,18,14,16,21
241,30/07/2007,14,05,23,24,13,15,21,08,12,09,25,04,17,20,03
242,02/08/2007,13,02,21,19,08,15,17,06,22,14,09,16,18,23,05
243,06/08/2007,05,03,13,25,07,23,16,21,18,01,20,04,02,12,17
244,09/08/2007,06,12,10,24,11,07,18,15,03,22,05,14,20,21,09
245,13/08/2007,11,24,10,19,18,12,14,25,01,09,02,15,06,07,16
246,16/08/2007,08,07,25,24,01,05,09,21,18,15,17,12,10,04,13
247,20/08/2007,01,22,07,08,14,04,02,25,03,17,15,16,23,19,09
248,23/08/2007,25,10,12,08,05,02,11,20,21,01,16,19,09,13,15
249,27/08/2007,23,05,21,14,18,12,07,15,08,04,25,09,22,17,10
250,30/08/2007,19,13,02,05,23,09,03,10,15,17,16,18,21,12,01
251,03/09/2007,21,13,19,15,23,18,22,09,04,25,16,10,03,05,06
252,06/09/2007,02,06,18,25,15,11,24,23,03,22,17,04,19,14,08
253,10/09/2007,22,04,19,05,21,23,06,01,18,11,12,15,08,13,07
254,13/09/2007,20,02,23,06,05,14,15,09,08,03,07,11,16,13,04
255,17/09/2007,17,03,04,01,02,14,15,10,09,16,22,24,06,21,23
256,20/09/2007,01,12,10,09,16,08,18,20,07,02,06,22,13,15,24
257,24/09/2007,22,10,12,09,07,18,13,06,01,16,03,24,14,17,19
258,27/09/2007,13,20,12,04,02,25,22,24,19,21,09,06,14,05,17
259,01/10/2007,10,25,18,15,06,21,22,20,07,03,08,09,24,19,05
260,04/10/2007,24,11,05,19,07,20,09,18,14,03,13,08,01,06,04
261,08/10/2007,04,02,16,15,25,06,11,21,05,17,19,20,07,13,01
262,11/10/2007,08,21,12,20,03,14,13,07,09,24,15,23,04,17,06
263,15/10/2007,23,19,08,15,16,11,07,21,24,09,10,01,18,04,14
264,18/10/2007,08,03,25,06,22,09,13,23,20,04,16,19,01,12,21
265,22/10/2007,07,12,22,05,19,11,18,08,13,16,17,24,01,20,15
266,25/10/2007,18,21,03,19,04,14,24,22,05,06,07,09,11,01,15
267,29/10/2007,15,11,23,09,12,06,14,13,17,24,21,02,05,04,03
268,01/11/2007,25,23,08,15,09,16,20,12,07,18,06,19,05,10,14
269,05/11/2007,22,02,01,04,13,15,18,19,24,23,10,16,17,06,14
270,08/11/2007,16,01,14,05,09,18,08,03,06,25,07,19,23,04,24
271,12/11/2007,19,11,05,16,24,20,25,06,04,12,08,01,21,02,18
272,16/11/2007,25,15,12,01,04,09,13,24,08,17,05,20,11,23,02
273,19/11/2007,16,05,21,07,12,20,01,15,24,18,25,10,19,17,06
274,22/11/2007,15,25,05,23,10,02,07,12,17,14,11,21,06,20,04
275,26/11/2007,06,09,12,22,01,10,15,05,14,17,20,03,18,11,08
276,29/11/2007,02,07,17,05,18,12,22,03,25,13,20,04,11,19,10
277,03/12/2007,16,24,13,02,17,10,09,11,21,04,23,14,25,22,12
278,06/12/2007,12,09,02,03,21,19,01,23,05,15,11,17,13,06,25
279,10/12/2007,12,10,03,17,18,06,05,23,01,02,22,19,11,09,13
280,13/12/2007,09,25,20,10,19,24,05,13,16,03,17,11,06,15,04
281,17/12/2007,04,01,10,23,12,02,25,17,19,08,11,09,14,03,15
282,20/12/2007,25,07,03,21,11,20,16,13,08,04,15,12,19,22,02
283,22/12/2007,24,22,10,13,04,20,06,01,11,09,23,12,08,02,19
284,27/12/2007,23,05,22,07,21,12,25,13,01,11,15,17,03,06,19
285,29/12/2007,11,16,08,10,14,01,04,05,15,22,09,12,19,13,23
286,03/01/2008,25,01,23,21,07,04,11,09,12,02,13,10,24,19,03
287,07/01/2008,15,21,06,23,02,10,22,25,07,17,16,05,18,13,12
288,10/01/2008,18,15,06,19,02,10,03,14,25,09,24,01,04,13,12
289,14/01/2008,04,08,01,03,10,19,02,14,06,09,17,15,12,24,22
290,17/01/2008,17,09,13,02,23,14,11,20,22,07,06,12,01,21,05
291,21/01/2008,14,08,15,10,01,05,17,24,02,12,07,13,23,20,11
292,24/01/2008,21,03,24,07,17,05,02,11,13,09,22,12,25,16,08
293,28/01/2008,14,12,03,09,25,22,13,24,02,06,01,23,18,15,19
294,31/01/2008,11,16,24,04,20,02,01,05,07,03,08,12,15,23,25
295,07/02/2008,25,24,06,23,15,10,03,21,13,18,02,04,19,17,16
296,11/02/2008,16,18,14,06,22,11,15,19,02,25,07,03,12,08,17
297,14/02/2008,23,10,25,24,01,21,15,09,08,16,04,22,14,07,12
298,18/02/2008,01,06,07,16,04,24,21,08,13,03,11,15,14,12,22
299,21/02/2008,10,20,03,24,23,06,17,08,22,13,07,05,19,18,21
300,25/02/2008,07,21,09,04,11,23,19,17,03,12,08,25,20,15,22
301,28/02/2008,02,09,11,03,17,13,12,19,20,15,22,23,18,08,14
302,03/03/2008,18,20,09,06,11,25,02,16,15,14,04,22,12,10,05
303,06/03/2008,06,22,18,21,12,24,23,20,15,17,02,08,03,16,04
304,10/03/2008,01,15,22,16,14,04,18,17,12,21,20,25,05,03,19
305,13/03/2008,20,10,25,04,03,18,22,21,02,08,11,12,05,24,13
306,17/03/2008,25,05,13,04,02,08,20,01,11,16,18,12,14,15,19
307,20/03/2008,20,09,12,14,23,17,21,24,19,01,03,10,15,04,06
308,24/03/2008,23,01,21,16,24,19,05,25,12,13,22,04,18,02,15
309,27/03/2008,03,13,22,10,16,21,01,09,14,20,04,08,17,24,02
310,31/03/2008,11,14,21,10,03,24,18,19,09,15,23,16,05,02,17
311,03/04/2008,23,05,24,12,17,10,25,02,14,16,20,19,15,07,04
312,07/04/2008,22,08,09,18,02,17,10,19,01,16,25,11,13,12,06
313,10/04/2008,07,06,14,23,17,12,15,19,10,16,09,25,02,03,18
314,14/04/2008,21,05,11,01,08,19,02,22,09,20,06,12,14,13,15
315,17/04/2008,16,13,11,23,05,06,21,17,08,02,24,03,20,14,19
316,22/04/2008,08,19,06,14,04,03,24,23,01,13,12,15,10,18,07
317,24/04/2008,21,05,08,04,11,01,22,02,25,14,18,16,09,24,19
318,28/04/2008,11,21,12,14,06,04,16,15,13,25,05,03,18,23,09
319,02/05/2008,14,24,06,09,04,08,03,16,23,01,19,10,20,12,17
320,05/05/2008,19,15,12,17,11,18,01,25,03,22,09,21,14,06,23
321,08/05/2008,17,20,12,25,09,24,14,03,10,02,04,13,11,16,18
322,12/05/2008,01,12,13,02,16,23,03,07,05,20,17,18,15,24,21
323,15/05/2008,04,17,02,21,14,01,03,20,06,07,10,25,23,09,19
324,19/05/2008,21,10,02,23,08,01,24,16,06,04,07,12,09,03,20
325,23/05/2008,25,10,22,20,23,05,04,06,02,14,24,19,07,15,01
326,26/05/2008,25,07,24,06,15,13,12,10,01,18,08,11,04,17,02
327,29/05/2008,19,08,04,14,03,16,01,15,13,12,17,21,23,02,18
328,02/06/2008,13,02,25,23,19,11,12,22,18,24,04,05,03,15,21
329,05/06/2008,18,21,08,20,24,09,01,14,04,23,25,03,17,02,13
330,09/06/2008,15,19,24,25,02,12,14,05,09,22,23,01,18,17,06
331,12/06/2008,16,15,13,19,05,23,03,18,01,07,06,22,21,25,12
332,16/06/2008,03,02,11,21,20,12,06,05,19,07,23,24,14,10,25
333,19/06/2008,16,02,13,25,09,14,01,06,21,15,05,23,18,12,11
334,23/06/2008,17,08,13,15,11,22,21,06,01,02,18,23,25,07,16
335,26/06/2008,16,14,21,09,06,17,08,03,20,19,01,12,11,07,04
336,30/06/2008,10,15,16,11,03,25,01,14,19,05,22,02,17,06,08
337,03/07/2008,03,11,07,08,23,04,19,16,09,05,01,18,22,10,12
338,07/07/2008,16,04,07,19,09,03,05,21,20,15,25,17,06,14,12
339,10/07/2008,13,19,01,23,18,16,15,05,22,20,24,21,08,02,10
340,14/07/2008,14,04,19,02,08,21,20,25,11,10,06,09,05,22,03
341,17/07/2008,20,05,21,12,11,07,16,19,18,13,22,01,25,24,09
342,21/07/2008,08,03,11,25,23,12,21,15,01,04,20,13,16,19,22
343,24/07/2008,20,15,11,25,06,08,18,12,13,16,14,19,22,03,05
344,28/07/2008,11,16,09,20,25,24,05,03,12,10,15,13,04,21,06
345,31/07/2008,23,25,09,24,20,02,12,16,19,14,15,07,18,11,21
346,04/08/2008,14,10,23,05,12,06,08,17,24,18,15,02,01,21,03
347,07/08/2008,15,24,19,03,18,14,25,12,20,09,10,11,05,08,07
348,11/08/2008,14,08,20,19,12,25,01,07,18,24,02,17,05,22,21
349,14/08/2008,07,08,17,20,22,12,01,16,02,19,25,24,05,14,18
350,18/08/2008,23,09,01,14,13,07,15,04,25,22,12,08,06,02,03
351,21/08/2008,07,01,12,03,24,18,23,05,19,02,14,11,10,17,16
352,25/08/2008,03,01,15,13,06,20,17,24,19,02,12,22,04,09,18
353,28/08/2008,18,23,19,08,12,02,09,11,03,21,22,20,13,17,07
354,01/09/2008,23,22,09,10,08,19,17,12,01,02,18,21,04,16,07
355,04/09/2008,12,11,23,13,08,04,19,25,18,07,10,06,09,15,02
356,08/09/2008,13,10,02,24,05,16,15,11,14,19,09,04,25,22,20
357,11/09/2008,17,10,06,23,21,05,08,09,14,02,19,01,13,11,25
358,15/09/2008,25,16,17,11,14,18,12,23,24,04,15,02,10,06,09
